ANO;MÊS;GRANDE REGIÃO;UNIDADE DA FEDERAÇÃO;PRODUTO;VENDAS
2018;JUL;REGIÃO NORTE;ACRE;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO NORTE;ACRE;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO NORTE;ACRE;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO NORTE;ACRE;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO NORTE;ACRE;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO NORTE;ACRE;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL (OUTROS );0
2018;JUN;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL (OUTROS );0
2018;JUL;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL (OUTROS );0
2018;JUN;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL (OUTROS );0
2018;JUL;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO NORTE;PARÁ;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO NORTE;PARÁ;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO NORTE;PARÁ;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO NORTE;PARÁ;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO NORTE;PARÁ;ÓLEO DIESEL (OUTROS );420
2018;JUN;REGIÃO NORTE;PARÁ;ÓLEO DIESEL (OUTROS );146
2018;JUL;REGIÃO NORTE;PARÁ;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO NORTE;PARÁ;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO NORTE;PARÁ;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO NORTE;PARÁ;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO NORTE;PARÁ;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO NORTE;PARÁ;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL (OUTROS );0
2018;JUN;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL (OUTROS );0
2018;JUL;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL (OUTROS );0
2018;JUN;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL (OUTROS );0
2018;JUL;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL (OUTROS );5
2018;JUN;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL (OUTROS );5
2018;JUL;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO NORDESTE;PIAUÍ;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO NORDESTE;PIAUÍ;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO NORDESTE;PIAUÍ;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO NORDESTE;PIAUÍ;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO NORDESTE;PIAUÍ;ÓLEO DIESEL (OUTROS );0
2018;JUN;REGIÃO NORDESTE;PIAUÍ;ÓLEO DIESEL (OUTROS );0
2018;JUL;REGIÃO NORDESTE;PIAUÍ;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO NORDESTE;PIAUÍ;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO NORDESTE;PIAUÍ;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO NORDESTE;PIAUÍ;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO NORDESTE;PIAUÍ;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO NORDESTE;PIAUÍ;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO NORDESTE;CEARÁ;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO NORDESTE;CEARÁ;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO NORDESTE;CEARÁ;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO NORDESTE;CEARÁ;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO NORDESTE;CEARÁ;ÓLEO DIESEL (OUTROS );90
2018;JUN;REGIÃO NORDESTE;CEARÁ;ÓLEO DIESEL (OUTROS );95
2018;JUL;REGIÃO NORDESTE;CEARÁ;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO NORDESTE;CEARÁ;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO NORDESTE;CEARÁ;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO NORDESTE;CEARÁ;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO NORDESTE;CEARÁ;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO NORDESTE;CEARÁ;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL (OUTROS );0
2018;JUN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL (OUTROS );0
2018;JUL;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL (OUTROS );0
2018;JUN;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL (OUTROS );0
2018;JUL;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL (OUTROS );0
2018;JUN;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL (OUTROS );0
2018;JUL;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL (OUTROS );5
2018;JUN;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL (OUTROS );0
2018;JUL;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL (OUTROS );0
2018;JUN;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL (OUTROS );0
2018;JUL;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL (OUTROS );5
2018;JUN;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL (OUTROS );35
2018;JUL;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL (OUTROS );5
2018;MAI;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL (OUTROS );0
2018;JUN;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL (OUTROS );45
2018;JUL;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL (OUTROS );1
2018;SET;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );45
2018;FEV;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );15
2018;MAR;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );10
2018;ABR;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );15
2018;MAI;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );10
2018;JUN;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );15
2018;JUL;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );15
2018;AGO;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );40
2018;SET;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );30
2018;OUT;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );45
2018;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );35
2018;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );60
2018;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );1370,936
2018;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );1305,705
2018;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );995,995
2018;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );957,965
2018;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );823,828
2018;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );1768,487
2018;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );624,558
2018;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );604,197
2018;SET;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );660
2018;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );759
2018;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );850
2018;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );1823
2018;JAN;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL (OUTROS );936,4
2018;FEV;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL (OUTROS );780
2018;MAR;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL (OUTROS );594
2018;ABR;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL (OUTROS );577
2018;MAI;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL (OUTROS );758,8
2018;JUN;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL (OUTROS );1855,05
2018;JUL;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL (OUTROS );456,4
2018;AGO;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL (OUTROS );326
2018;SET;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL (OUTROS );489
2018;OUT;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL (OUTROS );354,892
2018;NOV;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL (OUTROS );607
2018;DEZ;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL (OUTROS );1148
2018;JAN;REGIÃO SUL;PARANÁ;ÓLEO DIESEL (OUTROS );5
2018;FEV;REGIÃO SUL;PARANÁ;ÓLEO DIESEL (OUTROS );5,6
2018;MAR;REGIÃO SUL;PARANÁ;ÓLEO DIESEL (OUTROS );5
2018;ABR;REGIÃO SUL;PARANÁ;ÓLEO DIESEL (OUTROS );23,1
2018;MAI;REGIÃO SUL;PARANÁ;ÓLEO DIESEL (OUTROS );20
2018;JUN;REGIÃO SUL;PARANÁ;ÓLEO DIESEL (OUTROS );180
2018;JUL;REGIÃO SUL;PARANÁ;ÓLEO DIESEL (OUTROS );35
2018;AGO;REGIÃO SUL;PARANÁ;ÓLEO DIESEL (OUTROS );30
2018;SET;REGIÃO SUL;PARANÁ;ÓLEO DIESEL (OUTROS );21,343
2018;OUT;REGIÃO SUL;PARANÁ;ÓLEO DIESEL (OUTROS );30
2018;NOV;REGIÃO SUL;PARANÁ;ÓLEO DIESEL (OUTROS );25,6
2018;DEZ;REGIÃO SUL;PARANÁ;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL (OUTROS );65
2018;FEV;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL (OUTROS );60
2018;MAR;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL (OUTROS );60
2018;ABR;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL (OUTROS );35
2018;MAI;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL (OUTROS );48
2018;JUN;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL (OUTROS );224
2018;JUL;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL (OUTROS );30
2018;AGO;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL (OUTROS );40
2018;SET;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL (OUTROS );35
2018;OUT;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL (OUTROS );35
2018;NOV;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL (OUTROS );40
2018;DEZ;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL (OUTROS );75
2018;JAN;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );5
2018;JUN;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );525
2018;JUL;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );45,016
2018;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );0
2018;JUL;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );0
2018;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );0
2018;SET;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );0
2018;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );0
2018;NOV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );0
2018;DEZ;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );0
2018;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL (OUTROS );0
2018;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL (OUTROS );0
2018;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL (OUTROS );0
2018;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL (OUTROS );0
2018;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL (OUTROS );12
